Name,Phone Number,Address,Skills,Email,Previous Work Experience,Projects,Education,Licenses and Certifications
Caleb Peters,5645750611,"72282 Paul Shoal Apt. 392, Rhodesberg, DC 47556","NoSQL, A/B Testing, Jupyter, SPSS, SAS",harrisonjames@curry.info,Research Assistant at University of Data; SQL Developer at DBMasters; ETL Developer at FlowTech; Machine Learning Intern at AI Labs,Churn Prediction; E-commerce Dashboard; Social Media Sentiment Analysis,"M.Sc. in Statistics, 2017",Udacity Data Analyst Nanodegree; IBM Data Science Professional Certificate
Chelsea Decker,773.447.7830,"724 Alexis Centers, Smithview, AR 34782","Flask, TensorFlow, SPSS, Apache Airflow, Tableau",audrey38@hotmail.com,Freelance Data Consultant; ETL Developer at FlowTech; Business Analyst at QRS Inc,Real-time Data Pipeline; Customer Segmentation; Healthcare Data Analysis,"B.Sc. in Computer Science, 2020; B.Sc. in Mathematics, 2015",Cloudera Certified Associate (CCA) Data Analyst; AWS Certified Data Analytics – Specialty; Microsoft Certified: Data Analyst Associate
Connie Ayala,782.968.7952x8148,"28660 Jennifer Villages, Rodriguezhaven, AZ 12019","Jupyter, DataRobot, Statistics, SAS, Dash",craig99@hotmail.com,SQL Developer at DBMasters; Junior Analyst at ABC Corp; Machine Learning Intern at AI Labs,Churn Prediction; Credit Risk Modeling; Customer Segmentation,"B.Sc. in Mathematics, 2018; M.Sc. in Statistics, 2021",SAS Certified Data Scientist
Albert Hamilton,427-549-4058,"7126 Jason Pike, South Jennifer, MN 53102","Machine Learning, Data Cleaning, SAS, Keras, ETL",weberyvonne@moore-wright.net,ETL Developer at FlowTech; BI Developer at InsightWorks,Marketing Campaign Analysis; Churn Prediction,"B.Sc. in Statistics, 2023; B.Tech in Computer Science, 2019",AWS Certified Data Analytics – Specialty
Jane Brady,+1-482-508-4249,"486 Brown Club Apt. 442, East Audreyton, MN 73989","Jupyter, Kibana, SQL, SPSS, Time Series Analysis",xsmith@spears-bradley.org,Business Analyst at QRS Inc; Data Visualization Specialist at DataViz Ltd; Research Assistant at University of Data; Junior Analyst at ABC Corp,Fraud Detection System; Sales Forecasting; Credit Risk Modeling,"M.Tech in Data Analytics, 2019; M.Sc. in Data Science, 2020",Microsoft Certified: Data Analyst Associate; Google Data Analytics Certificate
Laura Johnson,346.924.7345x979,"1566 Henderson Knoll Suite 355, West Eric, ME 35810","Data Cleaning, Machine Learning, NLP, Data Modelling, Excel",traceysweeney@mason.org,SQL Developer at DBMasters; Junior Analyst at ABC Corp; Freelance Data Consultant; Business Analyst at QRS Inc,Healthcare Data Analysis; Customer Segmentation; Marketing Campaign Analysis,"B.Sc. in Computer Science, 2022",Cloudera Certified Associate (CCA) Data Analyst; Tableau Desktop Specialist; AWS Certified Data Analytics – Specialty
Joyce Hall,402.140.0002,"23220 Jackson Crest Apt. 399, West Jeffreyside, MT 32814","NumPy, Statistics, Data Visualization, R, SQL",daviseric@gmail.com,Freelance Data Consultant; SQL Developer at DBMasters,Healthcare Data Analysis; Social Media Sentiment Analysis,"B.Sc. in Computer Science, 2021; B.Sc. in Mathematics, 2020",IBM Data Science Professional Certificate; Tableau Desktop Specialist
Brian Miller,(328)044-7749,"6868 Jonathan Skyway, Robertchester, FL 89675","Snowflake, TensorFlow, Dash, Business Intelligence, Data Visualization",tfoster@byrd.com,Junior Analyst at ABC Corp; BI Developer at InsightWorks,Churn Prediction; E-commerce Dashboard,"B.Sc. in Mathematics, 2022; B.Sc. in Mathematics, 2019",Tableau Desktop Specialist; SAS Certified Data Scientist; Microsoft Certified: Data Analyst Associate
Robert Burnett,(040)913-9377,"618 Edwards Springs, Amandamouth, ND 74065","SAS, Flask, Qlik, SQL, Kibana",carlsonstephen@griffin-perkins.org,BI Developer at InsightWorks; Junior Analyst at ABC Corp; Machine Learning Intern at AI Labs; Data Intern at XYZ Ltd,Social Media Sentiment Analysis; Churn Prediction,"B.Sc. in Computer Science, 2019; M.Sc. in Statistics, 2021",Certified Analytics Professional (CAP); Microsoft Certified: Data Analyst Associate; Udacity Data Analyst Nanodegree
Angel Nelson,001-422-465-3289x51751,"53145 Wright Stream Suite 108, Kevinhaven, ND 31688","Power BI, RapidMiner, Keras, Data Governance, Python",cynthiakirby@boyer.com,ETL Developer at FlowTech; Research Assistant at University of Data,Social Media Sentiment Analysis; Healthcare Data Analysis; Fraud Detection System,"B.Sc. in Mathematics, 2018; B.Sc. in Statistics, 2015",IBM Data Science Professional Certificate; DataCamp Data Scientist; Microsoft Certified: Data Analyst Associate
Steven Hernandez,307-301-2256x181,"7374 Diamond Terrace Suite 962, South Elizabethmouth, NC 30600","SPSS, SQL, AWS Redshift, Matplotlib, Power BI",jason11@chase-davis.biz,BI Developer at InsightWorks; Machine Learning Intern at AI Labs,Healthcare Data Analysis; Fraud Detection System,"M.Sc. in Data Science, 2020",SAS Certified Data Scientist; AWS Certified Data Analytics – Specialty
Mary Best,0148294301,"233 Mary Bridge, Fordtown, CA 77160","Excel, Keras, Data Wrangling, Spark, Exploratory Data Analysis",shannonthomas@hotmail.com,Data Visualization Specialist at DataViz Ltd; SQL Developer at DBMasters; Junior Analyst at ABC Corp,Marketing Campaign Analysis; Fraud Detection System,"B.Sc. in Statistics, 2018",Udacity Data Analyst Nanodegree
Karen House,176-346-1068,"PSC 1226, Box 8580, APO AA 48675","Snowflake, Dash, SPSS, Data Mining, Time Series Analysis",mcgeemathew@yahoo.com,Freelance Data Consultant; SQL Developer at DBMasters,E-commerce Dashboard; Social Media Sentiment Analysis,"M.Sc. in Statistics, 2016",DataCamp Data Scientist; Tableau Desktop Specialist
Alicia Perkins DDS,(588)502-4775,"972 Matthew Vista, Bakermouth, NM 12283","Dash, Pandas, Tableau, Statistics, Matplotlib",jennifer50@martin.com,Data Visualization Specialist at DataViz Ltd; BI Developer at InsightWorks,Healthcare Data Analysis; Customer Segmentation,"MBA in Business Analytics, 2023",Udacity Data Analyst Nanodegree; SAS Certified Data Scientist; Microsoft Certified: Data Analyst Associate
Sarah Wilkins,5048714735,"52393 Richard Land Apt. 352, East Cherylberg, UT 24035","A/B Testing, Google Sheets, DataRobot, Flask, Data Mining",jessica58@gmail.com,Junior Analyst at ABC Corp; BI Developer at InsightWorks; Business Analyst at QRS Inc; Data Visualization Specialist at DataViz Ltd,Sales Forecasting; Churn Prediction; Social Media Sentiment Analysis,"MBA in Business Analytics, 2022",Microsoft Certified: Data Analyst Associate; Udacity Data Analyst Nanodegree
Mr. Andrew Murphy,1484930480,"70871 Smith Isle, South Jessicachester, TN 12398","Seaborn, Flask, SPSS, Power BI, NumPy",iclark@gmail.com,Business Analyst at QRS Inc; Data Intern at XYZ Ltd,Social Media Sentiment Analysis; Customer Segmentation,"MBA in Business Analytics, 2020; B.Sc. in Computer Science, 2016",AWS Certified Data Analytics – Specialty; Tableau Desktop Specialist; Cloudera Certified Associate (CCA) Data Analyst
Jonathan Banks,095.804.3380x48015,"PSC 5486, Box 3746, APO AP 75147","AWS Redshift, Seaborn, Pandas, D3.js, Data Visualization",csaunders@gmail.com,Machine Learning Intern at AI Labs; Business Analyst at QRS Inc; BI Developer at InsightWorks; SQL Developer at DBMasters,Customer Segmentation; Credit Risk Modeling; Real-time Data Pipeline,"B.Sc. in Mathematics, 2023",IBM Data Science Professional Certificate; Cloudera Certified Associate (CCA) Data Analyst; Google Data Analytics Certificate
Luke Mitchell,+1-074-092-1487x11160,"578 Michael Knoll, North Alex, IA 47814","Spark, RapidMiner, NumPy, Looker, Google Sheets",ginadelgado@gonzales-buchanan.com,Business Analyst at QRS Inc; Data Intern at XYZ Ltd; SQL Developer at DBMasters,Fraud Detection System; Credit Risk Modeling,"M.Sc. in Data Science, 2015",Udacity Data Analyst Nanodegree; AWS Certified Data Analytics – Specialty; IBM Data Science Professional Certificate
Connie Levy,(773)441-5398x12851,"659 Eric Springs Apt. 044, South Harold, ND 86578","Dash, Data Modelling, Data Mining, Matplotlib, Python",hollandkylie@hall.com,SQL Developer at DBMasters; Freelance Data Consultant; Data Intern at XYZ Ltd,Healthcare Data Analysis; Social Media Sentiment Analysis,"B.Sc. in Statistics, 2021; M.Sc. in Data Science, 2019",DataCamp Data Scientist; Microsoft Certified: Data Analyst Associate; Udacity Data Analyst Nanodegree
Mark Reyes,001-428-552-2182,"053 Michele Run, Tracyside, WY 81904","SPSS, Seaborn, NumPy, SAS, Amazon QuickSight",uperry@yahoo.com,Machine Learning Intern at AI Labs; Freelance Data Consultant; Business Analyst at QRS Inc; Research Assistant at University of Data,Customer Segmentation; Social Media Sentiment Analysis; Sales Forecasting,"B.Sc. in Mathematics, 2020",Microsoft Certified: Data Analyst Associate; Tableau Desktop Specialist
Sean Casey,6044977910,"6974 Wright Mountain Suite 654, West Edwinside, TN 15976","Tableau, BigQuery, Python, AWS Redshift, MATLAB",aevans@yahoo.com,Junior Analyst at ABC Corp; Research Assistant at University of Data,Social Media Sentiment Analysis; Fraud Detection System,"B.Tech in Information Technology, 2020",Google Data Analytics Certificate
Angel Smith,869-772-1047,"10590 Thompson Plaza, Jonesport, GA 81860","Data Cleaning, NoSQL, Python, Apache Airflow, Spark",khanbrandon@shepherd-hanson.com,SQL Developer at DBMasters; ETL Developer at FlowTech,Sales Forecasting; Healthcare Data Analysis; Customer Segmentation,"B.Sc. in Statistics, 2020; B.Tech in Information Technology, 2015",Certified Analytics Professional (CAP); AWS Certified Data Analytics – Specialty; Cloudera Certified Associate (CCA) Data Analyst
John Wallace,404-529-6941x1077,"2485 Alfred Courts, East Chris, OR 65911","Time Series Analysis, NoSQL, Kibana, NLP, Data Mining",angelaskinner@ward-evans.org,ETL Developer at FlowTech; Machine Learning Intern at AI Labs; Data Intern at XYZ Ltd,Real-time Data Pipeline; Fraud Detection System,"B.Tech in Computer Science, 2022; B.Tech in Information Technology, 2019",Cloudera Certified Associate (CCA) Data Analyst; Certified Analytics Professional (CAP)
Stacie Hayes,+1-152-588-9934,"893 Anthony Wall Suite 150, Elizabethberg, TX 78130","Flask, Time Series Analysis, Google Analytics, DataRobot, Data Governance",salazargabriel@yahoo.com,ETL Developer at FlowTech; Machine Learning Intern at AI Labs,Fraud Detection System; Credit Risk Modeling,"B.Tech in Computer Science, 2022",Udacity Data Analyst Nanodegree; Tableau Desktop Specialist; Google Data Analytics Certificate
Amy Ramos,869.830.6124,"674 Jordan Route Suite 640, Lake James, IN 50874","Exploratory Data Analysis, NoSQL, Flask, Jupyter, Data Governance",xlowery@adams-jones.com,ETL Developer at FlowTech; BI Developer at InsightWorks; Business Analyst at QRS Inc,Real-time Data Pipeline; Marketing Campaign Analysis; Customer Segmentation,"M.Sc. in Data Science, 2019",Tableau Desktop Specialist; IBM Data Science Professional Certificate; Udacity Data Analyst Nanodegree
Amanda Dickson,413-744-4601x1944,"137 Bryan Ford Apt. 603, Smithfurt, CA 09942","Data Cleaning, Spark, Data Governance, Matplotlib, Qlik",pmendoza@williams.com,SQL Developer at DBMasters; BI Developer at InsightWorks,Healthcare Data Analysis; Real-time Data Pipeline,"M.Sc. in Statistics, 2016; B.Sc. in Statistics, 2017",Certified Analytics Professional (CAP); IBM Data Science Professional Certificate
Jared Thompson,550-137-5852x998,"240 Stanley Locks, Lindseyshire, NV 18671","Google Analytics, R, DataRobot, TensorFlow, Keras",kellywheeler@reilly-fry.biz,SQL Developer at DBMasters; Junior Analyst at ABC Corp; Freelance Data Consultant; Data Intern at XYZ Ltd,E-commerce Dashboard; Real-time Data Pipeline,"B.Tech in Information Technology, 2023; MBA in Business Analytics, 2020",IBM Data Science Professional Certificate
Gregory Knight,653-746-7071,"4797 Murphy Parks, South Nicholasland, CO 37787","Apache Airflow, Qlik, SQL, Hadoop, Deep Learning",stacey95@yahoo.com,Research Assistant at University of Data; Junior Analyst at ABC Corp,Social Media Sentiment Analysis; Healthcare Data Analysis; Churn Prediction,"M.Sc. in Statistics, 2015",Certified Analytics Professional (CAP); SAS Certified Data Scientist; AWS Certified Data Analytics – Specialty
Nicole Ortiz,5491093280,"USS Randolph, FPO AE 64468","Flask, SQL, AWS Redshift, Snowflake, RapidMiner",cgonzales@hotmail.com,Business Analyst at QRS Inc; ETL Developer at FlowTech,Credit Risk Modeling; Sales Forecasting,"B.Sc. in Computer Science, 2016; B.Sc. in Mathematics, 2022",AWS Certified Data Analytics – Specialty; Cloudera Certified Associate (CCA) Data Analyst; Google Data Analytics Certificate
Katherine Black,7280622752,"8225 Nicole Underpass, West Kathryn, DE 32059","AWS Redshift, A/B Testing, Kibana, Data Cleaning, Jupyter",kimnicholas@yahoo.com,BI Developer at InsightWorks; Data Visualization Specialist at DataViz Ltd; SQL Developer at DBMasters; Data Intern at XYZ Ltd,Churn Prediction; Customer Segmentation,"B.Sc. in Statistics, 2016",Tableau Desktop Specialist; IBM Data Science Professional Certificate
Justin Ward,427-626-6724x8968,"PSC 6772, Box 7323, APO AE 94038","Tableau, Matplotlib, Time Series Analysis, Looker, Keras",mparker@whitney.info,Data Intern at XYZ Ltd; Freelance Data Consultant; ETL Developer at FlowTech; BI Developer at InsightWorks,Real-time Data Pipeline; Credit Risk Modeling; Churn Prediction,"M.Tech in Data Analytics, 2019",Udacity Data Analyst Nanodegree
Caitlyn Lopez,+1-797-520-0826,"USCGC Adams, FPO AP 86051","Flask, Google Analytics, Data Modelling, Time Series Analysis, Google Sheets",nathanfleming@beasley.net,Junior Analyst at ABC Corp; Research Assistant at University of Data; Machine Learning Intern at AI Labs,Customer Segmentation; Real-time Data Pipeline,"M.Sc. in Data Science, 2021; B.Tech in Computer Science, 2018",Microsoft Certified: Data Analyst Associate; Cloudera Certified Associate (CCA) Data Analyst
Sheri Bradley,824.248.7962,"4097 Robert View, Lake Beth, CA 43636","MATLAB, AWS Redshift, Snowflake, Dash, Seaborn",reneespence@hotmail.com,Data Intern at XYZ Ltd; ETL Developer at FlowTech; BI Developer at InsightWorks; Freelance Data Consultant,Credit Risk Modeling; Sales Forecasting; E-commerce Dashboard,"M.Tech in Data Analytics, 2020",AWS Certified Data Analytics – Specialty; Certified Analytics Professional (CAP); SAS Certified Data Scientist
Christopher Williams,593-380-1441x69589,"421 Dean Ranch, Johnton, CA 75374","BigQuery, ETL, SAS, Looker, Seaborn",lanebrian@yahoo.com,Business Analyst at QRS Inc; Freelance Data Consultant; Junior Analyst at ABC Corp,Churn Prediction; Customer Segmentation; Real-time Data Pipeline,"B.Tech in Information Technology, 2019; M.Sc. in Statistics, 2023",DataCamp Data Scientist; Cloudera Certified Associate (CCA) Data Analyst
Sarah Meyer,662.202.5217x294,"9978 Gordon Crest Suite 437, Longfort, LA 94578","Amazon QuickSight, NLP, BigQuery, Data Mining, Time Series Analysis",jennifermorris@hotmail.com,ETL Developer at FlowTech; Data Visualization Specialist at DataViz Ltd,Healthcare Data Analysis; Real-time Data Pipeline,"B.Sc. in Computer Science, 2020",DataCamp Data Scientist
Mary Morrison,(831)704-0247x199,"59644 Tina Squares Suite 743, Tannerview, IA 98938","MATLAB, Google Data Studio, Spark, Excel, DataRobot",santanahenry@gmail.com,Junior Analyst at ABC Corp; Data Visualization Specialist at DataViz Ltd; Machine Learning Intern at AI Labs,Marketing Campaign Analysis; Fraud Detection System,"B.Sc. in Mathematics, 2022",DataCamp Data Scientist; Google Data Analytics Certificate; SAS Certified Data Scientist
Stephen Brown,002.777.7959,"83805 Angel Heights, North Andrea, MN 51426","Data Wrangling, Qlik, SPSS, Snowflake, Amazon QuickSight",jenningsvanessa@gmail.com,Machine Learning Intern at AI Labs; Freelance Data Consultant; SQL Developer at DBMasters; BI Developer at InsightWorks,Sales Forecasting; Churn Prediction,"B.Tech in Information Technology, 2019",AWS Certified Data Analytics – Specialty; Tableau Desktop Specialist
Michelle Turner,+1-706-760-0425x3417,"97799 Lauren Parkways, Port Daniel, SC 78211","Keras, Apache Airflow, RapidMiner, Google Sheets, Data Wrangling",joe94@gmail.com,Business Analyst at QRS Inc; Data Intern at XYZ Ltd; Freelance Data Consultant; SQL Developer at DBMasters,Customer Segmentation; Credit Risk Modeling; Healthcare Data Analysis,"B.Tech in Information Technology, 2020; B.Tech in Information Technology, 2017",DataCamp Data Scientist; Udacity Data Analyst Nanodegree; IBM Data Science Professional Certificate
Derrick Espinoza,932.553.2744x67626,"5043 Hartman Creek, Erikmouth, VA 71811","NoSQL, Snowflake, Excel, NLP, Apache Airflow",ncampbell@pierce.net,Research Assistant at University of Data; Data Visualization Specialist at DataViz Ltd,Churn Prediction; E-commerce Dashboard; Sales Forecasting,"M.Tech in Data Analytics, 2020",Cloudera Certified Associate (CCA) Data Analyst; SAS Certified Data Scientist; IBM Data Science Professional Certificate
